user,click_1,click_2,click_3,click_4,click_5,conversion,value
995,b,b,a,b,,1,30
996,a,,,,,0,0
997,c,a,c,c,,0,0
998,b,d,,,,0,0
999,b,d,a,d,d,1,46
1000,b,,,,,0,0
1001,a,d,,,,0,0
1002,d,,,,,0,0
1003,c,d,,,,0,0
1004,b,b,c,,,0,0
1005,a,a,a,a,,1,47
1006,c,b,d,,,1,32
1007,d,,,,,0,0
1008,b,,,,,0,0
1009,a,a,d,,,0,0
1010,d,b,,,,0,0
1011,b,d,b,b,,0,0
1012,d,b,,,,0,0
1013,a,,,,,0,0
1014,b,,,,,0,0
1015,b,c,,,,0,0
1016,c,,,,,1,50
1017,d,b,b,,,0,0
1018,a,,,,,0,0
1019,c,c,,,,0,0
1020,c,d,,,,0,0
1021,c,d,d,c,d,1,43
1022,c,c,,,,0,0
1023,a,,,,,0,0
1024,a,b,a,c,,1,45
1025,d,c,d,c,b,0,0
1026,a,c,c,d,b,0,0
1027,d,c,,,,1,44
1028,a,,,,,0,0
1029,c,d,a,b,,0,0
1030,d,a,c,,,1,37
1031,c,c,a,a,a,1,44
1032,c,d,b,c,,0,0
1033,a,a,a,c,,0,0
1034,a,a,b,c,,0,0
1035,b,d,d,,,0,0
1036,b,a,,,,0,0
1037,d,b,c,,,0,0
1038,d,b,d,,,0,0
1039,a,,,,,0,0
1040,a,c,d,c,,0,0
1041,c,b,d,,,0,0
1042,a,,,,,0,0
1043,b,c,b,b,,0,0
1044,b,,,,,0,0
1045,a,d,,,,1,38
1046,a,c,,,,0,0
1047,b,a,d,c,c,0,0
1048,b,a,,,,0,0
1049,c,b,b,b,,0,0
1050,b,a,,,,0,0
1051,b,d,a,d,,0,0
1052,a,c,,,,0,0
1053,d,b,d,b,,0,0
1054,d,d,d,,,0,0
1055,b,d,,,,0,0
1056,b,d,d,,,0,0
1057,a,a,a,,,0,0
1058,d,d,,,,0,0
1059,a,,,,,0,0
1060,c,b,b,a,a,0,0
1061,a,b,d,c,b,0,0
1062,b,a,b,,,1,39
1063,d,d,b,d,,0,0
1064,c,d,b,a,c,0,0
1065,c,b,,,,0,0
1066,d,,,,,0,0
1067,b,c,b,b,c,0,0
1068,c,a,d,b,b,1,46
1069,a,d,b,c,a,1,42
1070,b,a,,,,0,0
1071,c,,,,,0,0
1072,b,c,c,a,b,1,34
1073,a,a,,,,0,0
1074,c,c,d,c,d,0,0
1075,b,c,c,,,0,0
1076,c,d,b,c,,0,0
1077,c,a,b,,,0,0
1078,d,a,,,,0,0
1079,c,b,b,c,,0,0
1080,d,b,,,,1,47
1081,d,a,b,a,,0,0
1082,d,,,,,0,0
1083,d,,,,,0,0
1084,d,a,a,c,,1,42
1085,c,a,b,b,,1,35
1086,c,c,c,c,,1,46
1087,b,d,a,,,0,0
1088,d,c,b,c,,1,36
1089,d,d,b,a,,0,0
1090,a,a,,,,0,0
1091,c,b,d,d,c,0,0
1092,c,a,d,d,,0,0
1093,a,c,d,,,0,0
1094,a,c,c,a,d,1,39
1095,b,c,,,,0,0
1096,b,a,a,d,b,1,47
1097,d,,,,,0,0
1098,b,c,,,,0,0
1099,a,c,b,b,,0,0
1100,a,a,,,,0,0
1101,b,,,,,0,0
1102,a,c,,,,0,0
1103,b,,,,,0,0
1104,c,c,b,d,,1,35
1105,d,b,a,,,0,0
1106,b,,,,,0,0
1107,a,a,c,b,,0,0
1108,d,,,,,0,0
1109,d,,,,,0,0
1110,c,c,a,,,1,40
1111,a,c,b,,,1,49
1112,b,,,,,0,0
1113,a,c,c,b,,0,0
1114,b,d,b,,,0,0
1115,d,a,d,,,0,0
1116,c,a,d,,,0,0
1117,a,b,c,b,a,0,0
1118,a,,,,,0,0
1119,a,,,,,0,0
1120,b,b,b,,,0,0
1121,d,a,d,d,c,0,0
1122,a,a,c,,,0,0
1123,a,c,c,c,a,0,0
1124,c,c,,,,1,46
1125,b,a,d,c,d,0,0
1126,b,,,,,0,0
1127,c,c,a,,,1,41
1128,d,a,a,c,b,0,0
1129,d,d,d,b,,0,0
1130,a,c,b,d,a,0,0
1131,c,,,,,0,0
1132,c,,,,,0,0
1133,c,a,b,,,0,0
1134,a,a,,,,0,0
1135,c,b,,,,0,0
1136,a,d,a,c,d,1,41
1137,b,c,,,,1,48
1138,c,c,,,,0,0
1139,a,,,,,0,0
1140,d,,,,,0,0
1141,d,b,c,,,0,0
1142,b,,,,,0,0
1143,b,b,a,,,1,34
1144,b,c,,,,0,0
1145,d,a,c,a,,0,0
1146,c,,,,,0,0
1147,d,b,d,d,c,0,0
1148,b,,,,,1,35
1149,d,c,c,a,d,0,0
1150,b,a,c,,,0,0
1151,a,a,c,d,d,0,0
1152,c,c,,,,0,0
1153,b,c,a,,,0,0
1154,c,,,,,0,0
1155,c,c,a,a,,0,0
1156,a,b,b,,,0,0
1157,d,,,,,0,0
1158,c,d,b,c,,1,39
1159,b,,,,,0,0
1160,c,,,,,0,0
1161,a,a,,,,0,0
1162,c,b,d,d,,0,0
1163,a,,,,,0,0
1164,d,b,,,,0,0
1165,c,b,a,,,0,0
1166,c,b,b,,,0,0
1167,a,d,a,b,b,0,0
1168,b,b,d,c,,0,0
1169,b,b,b,,,1,45
1170,a,,,,,0,0
1171,b,a,,,,0,0
1172,a,c,,,,0,0
1173,a,b,a,,,1,32
1174,d,b,a,,,0,0
1175,d,c,,,,0,0
1176,d,,,,,0,0
1177,a,a,,,,0,0
1178,d,c,,,,0,0
1179,b,d,a,,,0,0
1180,b,b,,,,0,0
1181,c,d,c,,,0,0
1182,c,a,c,a,c,1,30
1183,a,a,c,c,a,1,48
1184,b,b,c,d,,0,0
1185,d,,,,,0,0
1186,c,c,,,,0,0
1187,d,c,,,,1,44
1188,d,a,,,,0,0
1189,b,a,b,c,c,0,0
1190,b,b,b,c,,0,0
1191,b,,,,,0,0
1192,a,c,c,,,0,0
1193,d,c,d,,,0,0
1194,c,d,,,,0,0
1195,c,,,,,0,0
1196,b,c,b,,,1,40
1197,a,d,d,a,,1,39
1198,c,d,d,b,c,0,0
1199,c,d,c,d,,0,0
1200,d,,,,,0,0
1201,d,a,,,,0,0
1202,a,d,a,,,0,0
1203,c,b,d,d,,0,0
1204,a,c,b,b,a,0,0
1205,c,d,,,,0,0
1206,b,b,a,,,0,0
1207,c,a,b,b,,0,0
1208,b,c,a,,,0,0
1209,c,c,b,b,d,1,49
1210,b,a,c,b,,0,0
1211,c,c,,,,0,0
1212,d,b,b,,,0,0
1213,d,b,c,,,0,0
1214,c,a,d,,,0,0
1215,d,,,,,0,0
1216,b,,,,,0,0
1217,d,a,,,,1,47
1218,b,,,,,0,0
1219,a,c,b,b,d,0,0
1220,d,b,,,,0,0
1221,c,c,d,d,c,0,0
1222,a,c,,,,0,0
1223,c,b,a,a,,0,0
1224,a,c,,,,0,0
1225,a,c,c,a,,0,0
1226,b,d,d,a,b,0,0
1227,b,d,c,b,,0,0
1228,b,c,b,d,,1,41
1229,b,d,b,a,,0,0
1230,b,,,,,0,0
1231,c,a,b,b,d,0,0
1232,d,,,,,0,0
1233,b,c,,,,0,0
1234,c,d,b,,,0,0
1235,b,b,,,,0,0
1236,b,,,,,0,0
1237,c,,,,,0,0
1238,b,,,,,0,0
1239,b,a,,,,0,0
1240,c,c,d,,,0,0
1241,a,a,b,,,1,30
1242,b,d,,,,0,0
1243,d,b,,,,0,0
1244,c,d,b,c,c,0,0
1245,c,a,c,d,,0,0
1246,b,b,,,,0,0
1247,b,d,b,,,1,47
1248,b,c,a,a,c,1,32
1249,a,a,a,d,d,0,0
1250,c,d,b,,,1,43
1251,b,c,a,,,0,0
1252,a,c,a,a,c,1,48
1253,a,c,,,,0,0
1254,c,,,,,0,0
1255,b,d,b,b,,1,34
1256,d,,,,,0,0
1257,c,,,,,0,0
1258,b,d,,,,0,0
1259,c,d,b,d,b,1,50
1260,b,c,,,,0,0
1261,a,b,,,,0,0
1262,c,,,,,0,0
1263,d,a,a,,,0,0
1264,c,b,,,,1,40
1265,c,d,,,,0,0
1266,a,,,,,0,0
1267,b,,,,,0,0
1268,b,a,a,d,b,0,0
1269,a,b,b,a,d,1,32
1270,c,,,,,1,38
1271,d,,,,,0,0
1272,a,,,,,1,49
1273,a,,,,,0,0
1274,b,c,d,,,0,0
1275,a,a,a,d,a,0,0
1276,c,a,b,a,d,1,33
1277,b,b,c,d,c,0,0
1278,c,d,a,b,a,0,0
1279,a,d,d,b,c,0,0
1280,d,a,d,a,,0,0
1281,c,,,,,0,0
1282,a,a,d,,,1,33
1283,b,b,a,a,,1,39
1284,a,a,b,a,c,0,0
1285,b,d,a,b,,0,0
1286,b,,,,,0,0
1287,b,,,,,0,0
1288,a,b,a,d,,0,0
1289,c,d,b,d,,0,0
1290,c,d,a,,,0,0
1291,a,a,c,b,c,0,0
1292,a,a,d,,,1,44
1293,a,a,b,a,a,1,48
1294,c,a,,,,0,0
1295,b,c,c,d,c,0,0
1296,a,a,,,,0,0
1297,c,b,c,b,a,1,36
1298,b,,,,,0,0
1299,a,a,,,,1,46
1300,c,b,,,,0,0
1301,b,b,a,,,0,0
1302,a,c,c,,,1,31
1303,c,b,,,,0,0
1304,a,c,,,,0,0
1305,c,b,a,d,,0,0
1306,a,a,b,a,b,0,0
1307,c,d,d,c,,0,0
1308,b,,,,,1,38
1309,b,d,d,,,0,0
1310,b,c,b,a,a,0,0
1311,d,a,d,a,,1,30
1312,a,c,c,d,,0,0
1313,b,c,b,,,0,0
1314,b,b,b,b,,0,0
1315,a,d,c,c,,1,35
1316,a,b,a,a,,0,0
1317,d,d,,,,0,0
1318,c,a,,,,0,0
1319,a,c,c,,,0,0
1320,b,,,,,0,0
1321,d,b,b,,,0,0
1322,b,,,,,0,0
1323,b,b,,,,0,0
1324,d,a,b,a,,0,0
1325,d,b,b,,,0,0
1326,d,b,b,c,,1,45
1327,b,d,c,c,,0,0
1328,d,c,a,d,,1,39
1329,c,a,b,,,0,0
1330,c,d,c,a,,1,41
1331,a,b,b,,,0,0
1332,d,,,,,0,0
1333,b,b,b,b,d,0,0
1334,a,,,,,0,0
1335,b,c,b,b,,0,0
1336,b,c,b,c,,0,0
1337,a,c,b,,,0,0
1338,d,c,d,d,,1,33
1339,c,c,,,,0,0
1340,b,b,c,a,,1,35
1341,c,,,,,0,0
1342,b,c,d,a,,0,0
1343,d,a,,,,0,0
1344,c,b,c,b,b,1,42
1345,d,a,d,,,1,36
1346,c,c,d,a,,0,0
1347,d,d,b,,,0,0
1348,a,c,,,,0,0
1349,d,,,,,1,31
1350,d,d,c,b,,1,47
1351,c,a,c,a,d,0,0
1352,d,d,d,c,b,1,46
1353,c,b,d,,,0,0
1354,b,d,a,,,0,0
1355,a,b,b,,,0,0
1356,c,,,,,0,0
1357,b,b,,,,0,0
1358,c,d,a,c,a,0,0
1359,b,b,d,d,d,1,42
1360,c,a,a,,,0,0
1361,a,c,d,d,,1,36
1362,a,b,d,b,,0,0
1363,b,d,d,c,b,1,42
1364,d,,,,,0,0
1365,d,c,b,c,b,1,50
1366,d,b,b,c,d,1,38
1367,a,c,b,a,,0,0
1368,d,,,,,0,0
1369,b,c,b,b,b,0,0
1370,b,d,c,,,0,0
1371,c,,,,,0,0
1372,c,b,a,a,,0,0
1373,c,c,,,,0,0
1374,d,,,,,0,0
1375,c,b,d,c,,0,0
1376,b,,,,,0,0
1377,c,a,a,b,b,0,0
1378,c,,,,,0,0
1379,b,b,b,,,0,0
1380,b,a,d,c,,0,0
1381,c,b,d,,,0,0
1382,b,b,d,a,,0,0
1383,b,c,a,d,c,0,0
1384,b,b,d,c,,0,0
1385,c,,,,,1,46
1386,a,c,a,d,,0,0
1387,a,a,,,,0,0
1388,d,,,,,0,0
1389,c,,,,,0,0
1390,b,b,c,b,c,1,42
1391,c,b,c,a,,1,48
1392,d,c,a,c,a,0,0
1393,d,c,a,,,0,0
1394,c,d,a,b,,0,0
1395,c,d,a,a,d,0,0
1396,c,b,,,,0,0
1397,c,b,d,d,,0,0
1398,b,a,a,b,b,0,0
1399,c,b,d,b,c,0,0
1400,c,b,,,,0,0
1401,b,d,b,c,c,0,0
1402,a,b,d,b,,0,0
1403,a,c,d,,,0,0
1404,b,d,c,b,,0,0
1405,b,,,,,1,37
1406,b,d,,,,0,0
1407,a,d,b,a,b,0,0
1408,d,,,,,0,0
1409,d,,,,,0,0
1410,d,c,,,,0,0
1411,b,,,,,0,0
1412,d,,,,,0,0
1413,b,c,,,,0,0
1414,a,d,d,,,0,0
1415,b,c,d,c,,0,0
1416,a,c,c,b,,0,0
1417,c,d,d,,,1,40
1418,a,c,,,,1,38
1419,b,b,a,,,0,0
1420,d,c,d,a,c,0,0
1421,c,,,,,0,0
1422,c,b,b,c,,1,50
1423,c,,,,,0,0
1424,a,,,,,0,0
1425,c,a,a,,,0,0
1426,a,,,,,0,0
1427,c,,,,,0,0
1428,c,a,a,,,0,0
1429,c,b,c,c,,0,0
1430,b,,,,,0,0
1431,c,d,b,b,c,0,0
1432,b,,,,,0,0
1433,d,c,a,b,,0,0
1434,b,d,c,d,a,1,38
1435,a,d,,,,0,0
1436,d,,,,,0,0
1437,b,a,d,d,,0,0
1438,a,d,d,,,1,32
1439,a,d,,,,0,0
1440,a,d,,,,0,0
1441,b,d,c,,,0,0
1442,c,,,,,0,0
1443,b,b,b,,,1,32
1444,c,b,a,,,0,0
1445,a,b,a,d,,0,0
1446,b,,,,,0,0
1447,b,a,a,,,0,0
1448,d,b,d,c,a,1,31
1449,b,d,b,a,,1,38
1450,a,a,,,,1,31
1451,d,c,,,,0,0
1452,c,d,b,d,,0,0
1453,b,d,c,,,1,31
1454,a,,,,,0,0
1455,c,c,c,,,0,0
1456,a,d,a,a,,0,0
1457,a,b,c,,,0,0
1458,a,b,,,,1,36
1459,c,c,c,c,d,1,44
1460,a,c,c,d,,0,0
1461,d,c,,,,0,0
1462,d,d,,,,0,0
1463,a,a,c,b,,1,49
1464,b,d,,,,0,0
1465,d,a,a,,,1,47
1466,a,c,c,b,,0,0
1467,a,c,b,b,,0,0
1468,d,c,c,b,c,0,0
1469,d,,,,,0,0
1470,d,c,,,,0,0
1471,c,,,,,0,0
1472,a,d,d,b,d,1,34
1473,a,b,c,d,,1,35
1474,c,,,,,1,41
1475,b,d,a,c,,0,0
1476,c,c,c,b,,1,49
1477,b,c,c,c,,0,0
1478,c,b,a,c,c,0,0
1479,b,d,c,,,0,0
1480,b,c,,,,0,0
1481,b,b,d,,,0,0
1482,b,,,,,0,0
1483,c,d,,,,0,0
1484,a,d,c,,,0,0
1485,b,d,a,a,,1,31
1486,d,b,c,,,1,43
1487,b,,,,,0,0
1488,d,c,d,c,,0,0
1489,c,b,b,,,0,0
1490,a,a,,,,0,0
1491,c,c,a,b,,0,0
1492,b,b,d,,,0,0
1493,b,b,d,,,0,0
1494,b,d,,,,0,0
1495,c,,,,,0,0
1496,a,d,d,b,b,1,39
1497,d,d,d,,,0,0
1498,d,d,c,,,0,0
1499,b,,,,,0,0
1500,b,a,a,d,b,0,0
1501,b,d,b,c,a,1,44
1502,c,c,,,,0,0
1503,d,a,c,c,,0,0
1504,a,a,,,,1,39
1505,a,,,,,0,0
1506,a,d,d,c,a,0,0
1507,a,a,c,,,0,0
1508,b,,,,,0,0
1509,b,a,,,,0,0
1510,b,b,c,b,,0,0
1511,b,,,,,1,46
1512,a,b,a,d,b,0,0
1513,d,d,,,,0,0
1514,a,b,,,,0,0
1515,b,,,,,0,0
1516,a,d,b,b,,0,0
1517,a,c,b,b,,1,36
1518,d,d,d,a,,0,0
1519,d,a,b,,,0,0
1520,b,,,,,0,0
1521,a,,,,,0,0
1522,a,,,,,0,0
1523,c,b,,,,0,0
1524,a,c,c,,,0,0
1525,a,,,,,0,0
1526,a,c,,,,0,0
1527,c,c,,,,0,0
1528,b,c,,,,0,0
1529,b,c,,,,0,0
1530,c,a,a,,,0,0
1531,c,a,,,,0,0
1532,c,a,,,,0,0
1533,c,a,a,d,a,0,0
1534,a,d,b,,,0,0
1535,c,c,a,,,0,0
1536,d,c,,,,0,0
1537,b,a,,,,0,0
1538,a,b,a,c,b,0,0
1539,b,c,c,,,0,0
1540,c,b,a,c,,1,30
1541,c,d,d,,,0,0
1542,d,c,b,d,,0,0
1543,a,b,d,c,,0,0
1544,a,,,,,0,0
1545,b,b,,,,0,0
1546,c,,,,,0,0
1547,c,d,,,,0,0
1548,c,,,,,0,0
1549,d,a,c,b,,0,0
1550,d,d,,,,0,0
1551,a,d,,,,0,0
1552,d,d,d,,,0,0
1553,d,d,d,c,,0,0
1554,a,,,,,0,0
1555,a,,,,,0,0
1556,d,a,,,,1,42
1557,a,,,,,0,0
1558,d,d,b,c,,0,0
1559,c,,,,,0,0
1560,a,,,,,0,0
1561,a,,,,,0,0
1562,d,a,,,,0,0
1563,a,b,b,,,0,0
1564,b,a,c,a,b,1,45
1565,a,,,,,0,0
1566,a,d,,,,1,35
1567,c,d,b,a,b,0,0
1568,d,d,,,,0,0
1569,d,d,b,,,0,0
1570,a,c,,,,0,0
1571,c,b,,,,0,0
1572,c,,,,,0,0
1573,c,d,d,,,0,0
1574,c,c,b,,,0,0
1575,a,d,b,,,0,0
1576,d,d,d,c,b,1,47
1577,c,c,a,b,,1,49
1578,c,c,d,a,,1,41
1579,c,c,d,,,0,0
1580,d,c,,,,0,0
1581,b,,,,,0,0
1582,d,a,d,b,,0,0
1583,c,b,b,d,,0,0
1584,c,d,d,,,1,32
1585,d,,,,,0,0
1586,b,b,,,,0,0
1587,b,b,b,c,d,1,39
1588,d,a,d,d,,0,0
1589,b,a,b,c,,1,36
1590,a,a,d,b,,0,0
1591,c,c,b,c,d,1,42
1592,a,b,d,b,,1,35
1593,b,b,c,a,b,1,41
1594,c,b,d,d,c,0,0
1595,b,,,,,1,30
1596,d,a,b,a,,1,31
1597,a,,,,,0,0
1598,c,a,,,,1,34
1599,b,b,b,,,0,0
1600,c,c,,,,0,0
1601,a,,,,,0,0
1602,b,,,,,0,0
1603,a,b,b,a,,1,33
1604,b,,,,,0,0
1605,d,,,,,0,0
1606,d,d,,,,0,0
1607,d,c,c,,,1,49
1608,a,a,,,,0,0
1609,a,c,b,,,0,0
1610,b,,,,,0,0
1611,c,d,,,,0,0
1612,b,,,,,0,0
1613,b,,,,,0,0
1614,d,,,,,0,0
1615,d,a,b,,,0,0
1616,b,a,d,,,0,0
1617,b,d,d,,,0,0
1618,b,c,b,b,b,0,0
1619,d,a,,,,0,0
1620,a,c,b,,,0,0
1621,b,d,d,a,,0,0
1622,d,a,b,d,b,1,40
1623,a,d,d,b,,0,0
1624,c,d,a,,,0,0
1625,c,b,b,,,0,0
1626,a,d,b,,,0,0
1627,d,d,a,,,0,0
1628,b,,,,,0,0
1629,d,b,c,c,,0,0
1630,a,a,c,,,1,33
1631,b,,,,,0,0
1632,a,,,,,0,0
1633,d,d,a,a,c,1,49
1634,d,d,a,b,,0,0
1635,d,,,,,0,0
1636,c,c,d,c,b,1,43
1637,c,a,d,b,,0,0
1638,b,c,c,a,a,0,0
1639,d,a,d,c,b,0,0
1640,d,,,,,0,0
1641,c,c,,,,0,0
1642,d,c,a,b,d,0,0
1643,a,d,d,a,,1,45
1644,c,b,,,,0,0
1645,b,d,d,,,0,0
1646,b,c,c,,,0,0
1647,b,d,c,b,,0,0
1648,b,,,,,1,49
1649,d,c,b,,,0,0
1650,a,c,a,,,0,0
1651,b,d,,,,0,0
1652,b,c,,,,0,0
1653,d,d,d,d,,0,0
1654,d,d,,,,0,0
1655,b,,,,,0,0
1656,c,d,c,,,0,0
1657,d,d,a,,,0,0
1658,d,,,,,0,0
1659,c,a,d,c,,0,0
1660,a,c,,,,0,0
1661,c,d,,,,0,0
1662,a,d,d,,,0,0
1663,d,b,,,,0,0
1664,c,a,,,,0,0
1665,d,d,a,d,,0,0
1666,d,c,,,,0,0
1667,a,b,d,a,d,0,0
1668,b,,,,,0,0
1669,b,c,c,a,,1,46
1670,b,a,d,b,,0,0
1671,b,c,b,,,0,0
1672,b,b,b,,,0,0
1673,a,,,,,0,0
1674,a,a,b,c,c,0,0
1675,c,c,a,b,c,0,0
1676,a,b,a,d,c,0,0
1677,a,d,c,d,b,1,37
1678,b,c,d,d,,0,0
1679,a,d,c,,,1,42
1680,b,d,,,,0,0
1681,b,,,,,0,0
1682,c,d,a,c,c,1,45
1683,d,,,,,0,0
1684,c,c,b,,,0,0
1685,a,a,a,a,d,1,47
1686,c,b,a,d,,1,34
1687,d,a,,,,0,0
1688,c,a,,,,0,0
1689,c,,,,,0,0
1690,d,b,,,,0,0
1691,b,c,d,d,c,1,50
1692,b,,,,,0,0
1693,b,c,c,d,a,0,0
1694,b,,,,,0,0
1695,c,d,a,,,0,0
1696,a,a,c,,,0,0
1697,b,a,,,,0,0
1698,c,c,,,,0,0
1699,b,d,,,,0,0
1700,a,b,,,,0,0
1701,a,a,b,d,,0,0
1702,d,c,d,c,a,0,0
1703,a,c,c,,,1,44
1704,c,b,d,d,b,1,40
1705,b,b,c,a,,1,50
1706,b,a,b,d,c,0,0
1707,d,c,c,,,0,0
1708,b,c,a,a,a,1,36
1709,b,d,c,a,,0,0
1710,d,a,,,,0,0
1711,b,d,a,a,a,1,32
1712,b,a,d,,,0,0
1713,d,,,,,1,32
1714,a,b,b,c,,0,0
1715,a,c,,,,1,37
1716,c,a,b,b,d,1,45
1717,a,b,d,,,0,0
1718,c,b,c,d,d,0,0
1719,c,a,,,,0,0
1720,d,,,,,0,0
1721,b,b,,,,0,0
1722,a,b,d,b,a,0,0
1723,b,b,,,,0,0
1724,d,b,a,b,,1,35
1725,a,a,b,a,,0,0
1726,a,,,,,0,0
1727,d,c,c,,,0,0
1728,d,d,b,c,a,1,30
1729,b,d,,,,0,0
1730,b,,,,,0,0
1731,b,c,,,,0,0
1732,a,,,,,0,0
1733,b,,,,,1,40
1734,a,d,b,c,d,0,0
1735,b,b,,,,0,0
1736,c,c,a,,,1,44
1737,a,,,,,0,0
1738,a,,,,,0,0
1739,a,b,d,,,0,0
1740,d,c,b,b,,1,43
1741,a,c,c,c,,0,0
1742,a,b,a,,,0,0
1743,c,,,,,0,0
1744,d,b,d,a,,0,0
1745,c,d,c,,,0,0
1746,b,b,c,a,,1,32
1747,d,,,,,0,0
1748,b,a,,,,1,46
1749,b,d,b,,,0,0
1750,c,b,b,d,b,1,38
1751,d,a,,,,1,47
1752,c,b,,,,0,0
1753,d,c,b,,,0,0
1754,b,,,,,0,0
1755,c,,,,,0,0
1756,d,a,a,c,d,1,40
1757,c,d,b,b,c,1,48
1758,b,,,,,0,0
1759,a,d,b,,,1,32
1760,d,,,,,1,40
1761,c,,,,,0,0
1762,c,,,,,0,0
1763,d,,,,,0,0
1764,b,d,d,c,,0,0
1765,d,b,a,d,,0,0
1766,c,b,b,a,,0,0
1767,d,,,,,1,30
1768,c,,,,,0,0
1769,a,,,,,0,0
1770,a,a,,,,0,0
1771,a,a,d,a,b,1,34
1772,d,d,,,,0,0
1773,b,,,,,0,0
1774,d,b,c,c,,0,0
1775,a,,,,,0,0
1776,d,b,a,d,a,1,41
1777,d,a,b,b,,0,0
1778,d,d,b,a,,0,0
1779,d,,,,,0,0
1780,a,b,,,,0,0
1781,d,a,d,a,a,0,0
1782,a,a,b,,,1,40
1783,d,a,b,b,b,0,0
1784,a,b,,,,0,0
1785,b,b,c,b,,1,50
1786,d,a,a,,,0,0
1787,c,c,,,,0,0
1788,b,d,b,,,1,40
1789,d,a,c,c,,0,0
1790,a,d,d,d,,1,48
1791,a,d,a,,,1,49
1792,c,a,b,c,,0,0
1793,c,a,c,,,1,30
1794,a,d,d,a,,0,0
1795,b,d,c,,,0,0
1796,d,c,c,,,0,0
1797,c,c,c,b,,0,0
1798,b,a,b,,,1,39
1799,d,c,c,,,0,0
1800,a,,,,,0,0
1801,a,c,,,,0,0
1802,b,b,,,,1,31
1803,b,b,d,b,,0,0
1804,b,b,,,,0,0
1805,d,d,,,,0,0
1806,b,b,d,,,0,0
1807,d,d,b,,,0,0
1808,c,,,,,0,0
1809,b,c,,,,1,45
1810,d,c,d,d,,1,41
1811,c,a,a,c,,1,30
1812,c,c,c,d,d,0,0
1813,b,,,,,0,0
1814,c,,,,,0,0
1815,a,d,b,c,,0,0
1816,a,,,,,0,0
1817,d,d,b,,,0,0
1818,a,d,a,,,0,0
1819,c,c,,,,0,0
1820,d,b,b,d,b,0,0
1821,a,c,,,,0,0
1822,d,c,a,,,0,0
1823,c,,,,,0,0
1824,b,c,d,,,0,0
1825,b,a,d,b,,0,0
1826,d,a,b,b,,0,0
1827,b,,,,,0,0
1828,a,a,b,d,b,0,0
1829,a,c,d,a,,1,33
1830,d,d,,,,0,0
1831,a,b,,,,0,0
1832,b,b,a,d,,0,0
1833,c,c,c,,,1,33
1834,a,b,d,d,,0,0
1835,c,b,b,,,0,0
1836,b,c,,,,1,44
1837,a,a,b,b,b,0,0
1838,c,a,b,d,c,0,0
1839,d,c,d,,,0,0
1840,b,c,,,,0,0
1841,b,b,b,,,0,0
1842,a,c,,,,0,0
1843,d,a,c,d,,0,0
1844,b,a,a,c,a,1,36
1845,b,c,a,c,a,1,41
1846,a,a,a,b,d,0,0
1847,a,d,,,,0,0
1848,c,c,d,a,b,1,45
1849,d,a,,,,0,0
1850,c,c,a,a,b,0,0
1851,b,d,c,c,,0,0
1852,b,b,d,d,,1,38
1853,a,,,,,0,0
1854,c,,,,,0,0
1855,d,b,,,,0,0
1856,c,d,d,,,0,0
1857,b,b,c,,,0,0
1858,d,d,b,b,,0,0
1859,b,b,d,,,0,0
1860,d,d,,,,0,0
1861,d,c,c,c,a,0,0
1862,b,,,,,0,0
1863,c,b,,,,0,0
1864,a,a,,,,0,0
1865,c,d,,,,0,0
1866,c,c,c,d,,0,0
1867,d,b,d,c,d,0,0
1868,c,a,,,,1,33
1869,c,b,c,c,,0,0
1870,c,d,,,,0,0
1871,a,,,,,0,0
1872,d,d,,,,0,0
1873,b,,,,,0,0
1874,d,b,a,b,a,0,0
1875,b,a,,,,1,48
1876,c,c,a,a,,1,37
1877,d,,,,,0,0
1878,c,d,d,c,a,1,43
1879,c,c,a,c,d,1,49
1880,c,a,b,b,c,1,36
1881,d,d,a,,,1,45
1882,a,a,a,,,0,0
1883,b,d,a,,,0,0
1884,d,c,a,b,a,1,48
1885,c,b,d,b,a,0,0
1886,d,c,d,b,,0,0
1887,c,,,,,0,0
1888,c,d,c,d,b,0,0
1889,a,c,d,a,d,1,38
1890,c,b,b,,,0,0
1891,b,b,,,,0,0
1892,c,,,,,0,0
1893,b,b,a,,,0,0
1894,d,,,,,0,0
1895,a,,,,,0,0
1896,a,,,,,0,0
1897,b,d,b,a,d,1,43
1898,a,b,,,,0,0
1899,b,b,a,c,a,0,0
1900,c,a,,,,0,0
1901,b,,,,,1,41
1902,d,a,d,d,,1,31
1903,d,,,,,0,0
1904,c,c,d,d,b,1,41
1905,b,,,,,0,0
1906,c,c,b,b,b,0,0
1907,d,,,,,0,0
1908,b,b,a,,,0,0
1909,c,c,c,b,c,0,0
1910,b,b,c,d,a,1,42
1911,b,a,b,,,1,34
1912,a,d,a,a,,0,0
1913,d,c,a,,,0,0
1914,a,,,,,0,0
1915,b,d,d,c,d,0,0
1916,b,b,a,c,c,0,0
1917,a,,,,,0,0
1918,a,,,,,0,0
1919,d,c,a,,,0,0
1920,d,d,a,d,,0,0
1921,c,c,b,b,c,1,35
1922,a,b,,,,0,0
1923,a,a,a,,,0,0
1924,b,,,,,0,0
1925,a,a,,,,1,39
1926,b,,,,,0,0
1927,b,c,a,a,,0,0
1928,b,d,,,,0,0
1929,d,d,a,,,0,0
1930,a,c,a,,,0,0
1931,d,a,c,,,1,34
1932,a,a,d,b,b,0,0
